  cell  ,E,W,N,S
"(23, 24)",1,1,0,1
"(24, 24)",0,0,1,1
"(25, 24)",1,0,1,0
"(26, 24)",0,1,0,1
"(27, 24)",1,0,1,0
"(28, 24)",1,1,0,0
"(29, 24)",1,0,0,1
"(30, 24)",0,1,1,0
"(31, 24)",1,0,0,1
"(32, 24)",1,1,1,0
"(33, 24)",0,0,0,1
"(34, 24)",1,0,1,1
"(35, 24)",1,0,1,1
"(36, 24)",0,0,1,1
"(37, 24)",1,1,1,0
"(38, 24)",0,0,0,1
"(39, 24)",0,1,1,1
"(40, 24)",1,0,1,0
"(41, 24)",1,1,0,0
"(42, 24)",0,1,0,0
"(43, 24)",1,1,0,0
"(44, 24)",0,0,0,1
"(45, 24)",1,0,1,0
"(46, 24)",1,1,0,0
"(47, 24)",1,1,0,0
"(48, 24)",0,1,0,1
"(49, 24)",0,1,1,0
"(50, 24)",0,0,0,1
"(51, 24)",1,0,1,0
"(52, 24)",1,1,0,0
"(53, 24)",1,0,0,0
"(54, 24)",1,1,0,0
"(55, 24)",0,1,0,1
"(56, 24)",0,0,1,1
"(57, 24)",0,1,1,0
"(58, 24)",1,0,0,1
"(59, 24)",0,0,1,1
"(60, 24)",0,0,1,0
"(61, 24)",0,1,0,1
"(62, 24)",0,0,1,1
"(63, 24)",0,0,1,1
"(64, 24)",1,0,1,0
"(65, 24)",1,1,0,1
"(66, 24)",1,0,1,0
"(67, 24)",0,1,0,1
"(68, 24)",0,0,1,1
"(69, 24)",0,1,1,1
"(70, 24)",0,0,1,1
"(71, 24)",0,0,1,1
"(72, 24)",0,1,1,0
"(73, 24)",1,0,0,1
"(74, 24)",0,1,1,0
"(75, 24)",1,1,0,0
"(1, 25)",0,0,0,1
"(2, 25)",0,0,1,1
"(3, 25)",1,1,1,0
"(4, 25)",1,0,0,1
"(5, 25)",1,0,1,0
"(6, 25)",0,1,0,1
"(7, 25)",0,0,1,0
"(8, 25)",1,1,0,0
"(9, 25)",1,0,0,1
"(10, 25)",0,1,1,0
"(11, 25)",1,1,0,0
"(12, 25)",1,1,0,1
"(13, 25)",0,1,1,0
"(14, 25)",1,0,0,1
"(15, 25)",1,0,1,0
"(16, 25)",1,1,0,0
"(17, 25)",1,0,0,0
"(18, 25)",0,1,0,1
"(19, 25)",0,1,1,0
"(20, 25)",1,0,0,1
"(21, 25)",0,1,1,0
"(22, 25)",0,0,0,1
"(23, 25)",0,1,1,0
"(24, 25)",1,0,0,1
"(25, 25)",0,1,1,0
"(26, 25)",1,0,0,1
"(27, 25)",0,1,1,0
"(28, 25)",0,1,0,1
"(29, 25)",0,1,1,1
"(30, 25)",0,0,1,0
"(31, 25)",1,1,0,0
"(32, 25)",0,1,0,1
"(33, 25)",1,0,1,0
"(34, 25)",1,1,0,0
"(35, 25)",1,1,0,0
"(36, 25)",0,0,0,1
"(37, 25)",0,1,1,0
"(38, 25)",1,0,0,1
"(39, 25)",1,0,1,0
"(40, 25)",1,1,0,0
"(41, 25)",1,1,0,0
"(42, 25)",1,0,0,1
"(43, 25)",0,1,1,0
"(44, 25)",1,0,0,1
"(45, 25)",0,1,1,0
"(46, 25)",1,1,0,0
"(47, 25)",1,1,0,1
"(48, 25)",0,0,1,1
"(49, 25)",0,0,1,1
"(50, 25)",0,0,1,1
"(51, 25)",1,1,1,1
"(52, 25)",1,1,1,0
"(53, 25)",0,1,0,1
"(54, 25)",1,1,1,0
"(55, 25)",1,0,0,1
"(56, 25)",1,0,1,0
"(57, 25)",1,0,0,1
"(58, 25)",0,1,1,1
"(59, 25)",0,0,1,1
"(60, 25)",1,0,1,1
"(61, 25)",0,0,1,0
"(62, 25)",1,0,0,1
"(63, 25)",1,0,1,0
"(64, 25)",1,1,0,1
"(65, 25)",1,1,1,0
"(66, 25)",0,1,0,1
"(67, 25)",1,0,1,0
"(68, 25)",1,0,0,1
"(69, 25)",0,0,1,1
"(70, 25)",0,0,1,1
"(71, 25)",0,0,1,1
"(72, 25)",0,0,1,1
"(73, 25)",0,1,1,0
"(74, 25)",1,0,0,0
"(75, 25)",1,1,0,0
"(1, 26)",1,0,0,1
"(2, 26)",1,0,1,0
"(3, 26)",0,1,0,0
"(4, 26)",1,1,0,0
"(5, 26)",1,1,0,1
"(6, 26)",0,0,1,1
"(7, 26)",0,0,1,1
"(8, 26)",0,1,1,0
"(9, 26)",1,1,0,0
"(10, 26)",0,0,0,1
"(11, 26)",1,1,1,0
"(12, 26)",1,1,0,1
"(13, 26)",0,0,1,1
"(14, 26)",0,1,1,0
"(15, 26)",1,1,0,0
"(16, 26)",1,1,0,0
"(17, 26)",1,1,0,1
"(18, 26)",0,0,1,1
"(19, 26)",0,0,1,1
"(20, 26)",0,1,1,0
"(21, 26)",1,0,0,1
"(22, 26)",0,0,1,1
"(23, 26)",0,0,1,1
"(24, 26)",0,1,1,0
"(25, 26)",0,0,0,1
"(26, 26)",0,1,1,1
"(27, 26)",0,0,1,1
"(28, 26)",1,0,1,0
"(29, 26)",1,0,0,1
"(30, 26)",0,0,1,1
"(31, 26)",0,1,1,0
"(32, 26)",1,0,0,0
"(33, 26)",1,1,0,0
"(34, 26)",1,1,0,0
"(35, 26)",0,1,0,1
"(36, 26)",0,0,1,1
"(37, 26)",0,0,1,1
"(38, 26)",0,1,1,0
"(39, 26)",1,1,0,0
"(40, 26)",1,1,0,0
"(41, 26)",1,1,0,0
"(42, 26)",0,1,0,1
"(43, 26)",1,0,1,0
"(44, 26)",0,1,0,1
"(45, 26)",1,0,1,0
"(46, 26)",1,1,0,0
"(47, 26)",1,1,0,0
"(48, 26)",1,0,0,1
"(49, 26)",1,0,1,0
"(50, 26)",1,0,0,1
"(51, 26)",0,1,1,0
"(52, 26)",0,1,0,1
"(53, 26)",1,0,1,0
"(54, 26)",0,1,0,0
"(55, 26)",1,1,0,0
"(56, 26)",0,1,0,1
"(57, 26)",0,1,1,0
"(58, 26)",1,0,0,1
"(59, 26)",1,0,1,0
"(60, 26)",0,1,0,1
"(61, 26)",0,0,1,1
"(62, 26)",1,1,1,0
"(63, 26)",1,1,0,0
"(64, 26)",1,1,0,0
"(65, 26)",1,1,0,1
"(66, 26)",0,0,1,0
"(67, 26)",1,1,0,0
"(68, 26)",1,1,0,0
"(69, 26)",1,0,0,1
"(70, 26)",1,0,1,0
"(71, 26)",1,0,0,1
"(72, 26)",0,0,1,0
"(73, 26)",1,0,0,1
"(74, 26)",1,1,1,0
"(75, 26)",1,1,0,0
"(1, 27)",1,1,0,0
"(2, 27)",0,1,0,1
"(3, 27)",1,0,1,0
"(4, 27)",1,1,0,0
"(5, 27)",0,1,0,0
"(6, 27)",1,0,0,1
"(7, 27)",0,0,1,1
"(8, 27)",1,0,1,0
"(9, 27)",1,1,0,0
"(10, 27)",1,0,0,1
"(11, 27)",1,1,1,0
"(12, 27)",0,1,0,1
"(13, 27)",1,0,1,0
"(14, 27)",1,0,0,0
"(15, 27)",0,1,0,1
"(16, 27)",0,1,1,0
"(17, 27)",1,1,0,0
"(18, 27)",1,0,0,1
"(19, 27)",0,0,1,1
"(20, 27)",1,0,1,1
"(21, 27)",0,1,1,0
"(22, 27)",1,0,0,1
"(23, 27)",0,0,1,1
"(24, 27)",0,0,1,1
"(25, 27)",1,0,1,0
"(26, 27)",1,0,0,1
"(27, 27)",1,0,1,0
"(28, 27)",0,1,0,1
"(29, 27)",0,1,1,0
"(30, 27)",1,0,0,1
"(31, 27)",0,0,1,0
"(32, 27)",1,1,0,1
"(33, 27)",0,1,1,0
"(34, 27)",0,1,0,1
"(35, 27)",0,0,1,1
"(36, 27)",0,0,1,1
"(37, 27)",0,0,1,0
"(38, 27)",1,0,0,1
"(39, 27)",0,1,1,0
"(40, 27)",1,1,0,1
"(41, 27)",0,1,1,0
"(42, 27)",1,0,0,1
"(43, 27)",0,1,1,0
"(44, 27)",1,0,0,1
"(45, 27)",0,1,1,0
"(46, 27)",1,1,0,0
"(47, 27)",1,1,0,0
"(48, 27)",1,1,0,0
"(49, 27)",1,1,0,0
"(50, 27)",0,1,0,1
"(51, 27)",1,0,1,0
"(52, 27)",1,0,0,0
"(53, 27)",0,1,0,1
"(54, 27)",0,0,1,1
"(55, 27)",0,1,1,1
"(56, 27)",0,0,1,1
"(57, 27)",0,0,1,0
"(58, 27)",1,1,0,0
"(59, 27)",0,1,0,1
"(60, 27)",0,0,1,1
"(61, 27)",1,0,1,0
"(62, 27)",0,1,0,0
"(63, 27)",1,1,0,0
"(64, 27)",1,1,0,0
"(65, 27)",1,1,0,0
"(66, 27)",1,0,0,1
"(67, 27)",0,1,1,0
"(68, 27)",1,1,0,0
"(69, 27)",1,1,0,0
"(70, 27)",1,1,0,0
"(71, 27)",1,1,0,1
"(72, 27)",0,0,1,1
"(73, 27)",0,1,1,0
"(74, 27)",1,1,0,0
"(75, 27)",1,1,0,0
"(1, 28)",1,1,0,0
"(2, 28)",1,0,0,0
"(3, 28)",1,1,0,0
"(4, 28)",1,1,0,1
"(5, 28)",0,0,1,1
"(6, 28)",0,1,1,0
"(7, 28)",1,0,0,1
"(8, 28)",0,1,1,0
"(9, 28)",0,1,0,1
"(10, 28)",0,1,1,0
"(11, 28)",1,1,0,0
"(12, 28)",1,0,0,1
"(13, 28)",0,1,1,0
"(14, 28)",0,1,0,1
"(15, 28)",0,0,1,1
"(16, 28)",0,0,1,1
"(17, 28)",0,1,1,1
"(18, 28)",0,1,1,0
"(19, 28)",1,0,0,1
"(20, 28)",0,1,1,0
"(21, 28)",1,0,0,1
"(22, 28)",0,1,1,0
"(23, 28)",1,0,0,1
"(24, 28)",0,0,1,0
"(25, 28)",1,1,0,0
"(26, 28)",1,1,0,0
"(27, 28)",1,1,0,0
"(28, 28)",0,0,0,1
"(29, 28)",1,0,1,0
"(30, 28)",1,1,0,1
"(31, 28)",0,0,1,1
"(32, 28)",0,1,1,0
"(33, 28)",0,0,0,1
"(34, 28)",1,0,1,1
"(35, 28)",1,0,1,0
"(36, 28)",1,0,0,1
"(37, 28)",1,0,1,1
"(38, 28)",0,1,1,0
"(39, 28)",0,0,0,1
"(40, 28)",1,1,1,0
"(41, 28)",1,0,0,1
"(42, 28)",0,1,1,0
"(43, 28)",1,0,0,0
"(44, 28)",1,1,0,1
"(45, 28)",0,0,1,1
"(46, 28)",0,1,1,0
"(47, 28)",0,1,0,0
"(48, 28)",1,1,0,0
"(49, 28)",1,1,0,0
"(50, 28)",0,0,0,1
"(51, 28)",0,1,1,1
"(52, 28)",1,1,1,0
"(53, 28)",1,0,0,1
"(54, 28)",0,0,1,1
"(55, 28)",0,0,1,1
"(56, 28)",0,0,1,1
"(57, 28)",1,0,1,0
"(58, 28)",0,1,0,1
"(59, 28)",1,0,1,0
"(60, 28)",1,0,0,0
"(61, 28)",0,1,0,1
"(62, 28)",1,0,1,1
"(63, 28)",0,1,1,0
"(64, 28)",1,1,0,0
"(65, 28)",0,1,0,0
"(66, 28)",0,1,0,1
"(67, 28)",1,0,1,0
"(68, 28)",0,1,0,1
"(69, 28)",0,1,1,0
"(70, 28)",1,1,0,0
"(71, 28)",1,1,0,0
"(72, 28)",0,0,0,1
"(73, 28)",1,0,1,0
"(74, 28)",1,1,0,0
"(75, 28)",1,1,0,0
"(1, 29)",1,1,0,0
"(2, 29)",1,1,0,0
"(3, 29)",1,1,0,0
"(4, 29)",1,1,0,0
"(5, 29)",1,0,0,1
"(6, 29)",0,0,1,1
"(7, 29)",0,1,1,0
"(8, 29)",1,0,0,1
"(9, 29)",0,0,1,1
"(10, 29)",0,0,1,1
"(11, 29)",0,1,1,0
"(12, 29)",0,1,0,1
"(13, 29)",0,0,1,1
"(14, 29)",0,0,1,1
"(15, 29)",0,0,1,1
"(16, 29)",0,0,1,1
"(17, 29)",1,0,1,0
"(18, 29)",0,0,0,1
"(19, 29)",0,1,1,1
"(20, 29)",0,0,1,0
"(21, 29)",1,1,0,1
"(22, 29)",1,0,1,0
"(23, 29)",1,1,0,1
"(24, 29)",1,0,1,0
"(25, 29)",0,1,0,1
"(26, 29)",0,1,1,0
"(27, 29)",0,1,0,1
"(28, 29)",1,0,1,0
"(29, 29)",0,1,0,1
"(30, 29)",0,1,1,1
"(31, 29)",0,0,1,1
"(32, 29)",0,0,1,1
"(33, 29)",0,0,1,1
"(34, 29)",0,1,1,0
"(35, 29)",1,1,0,0
"(36, 29)",1,1,0,0
"(37, 29)",1,1,0,0
"(38, 29)",1,0,0,1
"(39, 29)",1,0,1,0
"(40, 29)",0,1,0,0
"(41, 29)",1,1,0,0
"(42, 29)",1,0,0,1
"(43, 29)",0,1,1,0
"(44, 29)",1,1,0,0
"(45, 29)",1,0,0,1
"(46, 29)",1,0,1,0
"(47, 29)",1,0,0,1
"(48, 29)",0,1,1,0
"(49, 29)",1,1,0,1
"(50, 29)",0,0,1,1
"(51, 29)",1,0,1,0
"(52, 29)",0,1,0,0
"(53, 29)",1,1,0,1
"(54, 29)",0,0,1,1
"(55, 29)",1,0,1,0
"(56, 29)",0,0,0,1
"(57, 29)",0,1,1,1
"(58, 29)",1,0,1,0
"(59, 29)",1,1,0,0
"(60, 29)",0,1,0,1
"(61, 29)",0,0,1,1
"(62, 29)",0,1,1,0
"(63, 29)",1,0,0,1
"(64, 29)",0,1,1,0
"(65, 29)",1,0,0,1
"(66, 29)",1,0,1,1
"(67, 29)",0,1,1,0
"(68, 29)",1,0,0,1
"(69, 29)",0,0,1,1
"(70, 29)",0,1,1,0
"(71, 29)",0,1,0,1
"(72, 29)",0,0,1,1
"(73, 29)",0,1,1,0
"(74, 29)",0,1,0,1
"(75, 29)",1,1,1,0
"(1, 30)",1,1,0,0
"(2, 30)",1,1,0,1
"(3, 30)",0,1,1,0
"(4, 30)",0,1,0,0
"(5, 30)",1,1,0,1
"(6, 30)",1,0,1,0
"(7, 30)",1,0,0,1
"(8, 30)",0,1,1,0
"(9, 30)",1,0,0,1
"(10, 30)",0,0,1,1
"(11, 30)",1,0,1,1
"(12, 30)",1,0,1,0
"(13, 30)",0,0,0,1
"(14, 30)",0,0,1,1
"(15, 30)",1,0,1,1
"(16, 30)",0,0,1,0
"(17, 30)",0,1,0,1
"(18, 30)",0,0,1,1
"(19, 30)",0,0,1,1
"(20, 30)",1,0,1,0
"(21, 30)",0,1,0,0
"(22, 30)",1,1,0,0
"(23, 30)",1,1,0,0
"(24, 30)",1,1,0,1
"(25, 30)",0,0,1,1
"(26, 30)",1,0,1,0
"(27, 30)",1,0,0,0
"(28, 30)",1,1,0,0
"(29, 30)",1,0,0,1
"(30, 30)",0,0,1,1
"(31, 30)",0,0,1,1
"(32, 30)",0,0,1,1
"(33, 30)",1,0,1,0
"(34, 30)",0,0,0,1
"(35, 30)",0,1,1,1
"(36, 30)",0,1,1,0
"(37, 30)",1,1,0,0
"(38, 30)",1,1,0,0
"(39, 30)",0,1,0,1
"(40, 30)",0,0,1,1
"(41, 30)",0,1,1,0
"(42, 30)",1,1,0,0
"(43, 30)",1,0,0,1
"(44, 30)",0,1,1,0
"(45, 30)",1,1,0,0
"(46, 30)",0,1,0,1
"(47, 30)",0,1,1,0
"(48, 30)",1,0,0,1
"(49, 30)",1,1,1,0
"(50, 30)",1,0,0,0
"(51, 30)",0,1,0,1
"(52, 30)",1,0,1,0
"(53, 30)",0,1,0,1
"(54, 30)",1,0,1,0
"(55, 30)",0,1,0,1
"(56, 30)",0,0,1,1
"(57, 30)",1,0,1,0
"(58, 30)",0,1,0,1
"(59, 30)",0,1,1,0
"(60, 30)",1,0,0,1
"(61, 30)",0,0,1,1
"(62, 30)",0,0,1,1
"(63, 30)",0,1,1,0
"(64, 30)",0,0,0,1
"(65, 30)",1,1,1,0
"(66, 30)",0,1,0,0
"(67, 30)",1,0,0,1
"(68, 30)",0,1,1,0
"(69, 30)",1,0,0,1
"(70, 30)",0,0,1,1
"(71, 30)",0,0,1,1
"(72, 30)",0,0,1,1
"(73, 30)",0,0,1,1
"(74, 30)",1,0,1,0
"(75, 30)",1,1,0,0
"(1, 31)",1,1,0,0
"(2, 31)",0,1,0,1
"(3, 31)",0,0,1,1
"(4, 31)",1,0,1,0
"(5, 31)",0,1,0,0
"(6, 31)",0,1,0,1
"(7, 31)",0,1,1,1
"(8, 31)",1,0,1,1
"(9, 31)",0,1,1,0
"(10, 31)",1,0,0,1
"(11, 31)",0,1,1,0
"(12, 31)",0,1,0,1
"(13, 31)",1,0,1,0
"(14, 31)",1,0,0,1
"(15, 31)",0,1,1,0
"(16, 31)",1,0,0,1
"(17, 31)",1,0,1,1
"(18, 31)",0,0,1,1
"(19, 31)",0,0,1,0
"(20, 31)",0,1,0,1
"(21, 31)",1,0,1,0
"(22, 31)",1,1,0,0
"(23, 31)",0,1,0,0
"(24, 31)",1,1,0,0
"(25, 31)",0,0,0,1
"(26, 31)",0,1,1,1
"(27, 31)",1,1,1,0
"(28, 31)",1,1,0,0
"(29, 31)",1,1,0,0
"(30, 31)",1,0,0,1
"(31, 31)",0,0,1,0
"(32, 31)",1,0,0,1
"(33, 31)",0,1,1,0
"(34, 31)",1,0,0,1
"(35, 31)",0,0,1,1
"(36, 31)",1,0,1,0
"(37, 31)",0,1,0,0
"(38, 31)",1,1,0,0
"(39, 31)",1,0,0,1
"(40, 31)",1,0,1,1
"(41, 31)",0,0,1,1
"(42, 31)",0,1,1,0
"(43, 31)",1,1,0,0
"(44, 31)",1,0,0,0
"(45, 31)",1,1,0,1
"(46, 31)",0,0,1,1
"(47, 31)",0,0,1,1
"(48, 31)",0,1,1,0
"(49, 31)",1,1,0,0
"(50, 31)",1,1,0,1
"(51, 31)",0,0,1,0
"(52, 31)",0,1,0,1
"(53, 31)",1,0,1,0
"(54, 31)",0,1,0,1
"(55, 31)",0,0,1,1
"(56, 31)",0,0,1,0
"(57, 31)",1,1,0,0
"(58, 31)",1,0,0,1
"(59, 31)",1,0,1,0
"(60, 31)",1,1,0,0
"(61, 31)",1,0,0,1
"(62, 31)",1,0,1,1
"(63, 31)",0,0,1,1
"(64, 31)",0,0,1,1
"(65, 31)",1,1,1,0
"(66, 31)",1,0,0,1
"(67, 31)",0,1,1,0
"(68, 31)",1,0,0,1
"(69, 31)",0,1,1,0
"(70, 31)",1,0,0,0
"(71, 31)",1,0,0,1
"(72, 31)",0,0,1,1
"(73, 31)",0,0,1,1
"(74, 31)",0,1,1,0
"(75, 31)",1,1,0,0
"(1, 32)",1,1,0,1
"(2, 32)",1,0,1,0
"(3, 32)",1,0,0,1
"(4, 32)",0,1,1,1
"(5, 32)",0,0,1,1
"(6, 32)",0,0,1,1
"(7, 32)",1,0,1,0
"(8, 32)",0,1,0,1
"(9, 32)",0,0,1,0
"(10, 32)",1,1,0,0
"(11, 32)",1,0,0,0
"(12, 32)",1,0,0,1
"(13, 32)",0,1,1,0
"(14, 32)",0,1,0,1
"(15, 32)",1,0,1,1
"(16, 32)",0,1,1,0
"(17, 32)",0,1,0,1
"(18, 32)",0,0,1,1
"(19, 32)",1,0,1,0
"(20, 32)",1,0,0,1
"(21, 32)",0,1,1,0
"(22, 32)",1,1,0,0
"(23, 32)",1,0,0,1
"(24, 32)",0,1,1,0
"(25, 32)",1,0,0,1
"(26, 32)",1,0,1,0
"(27, 32)",0,1,0,0
"(28, 32)",0,1,0,1
"(29, 32)",0,1,1,0
"(30, 32)",1,1,0,0
"(31, 32)",1,0,0,1
"(32, 32)",0,1,1,0
"(33, 32)",1,0,0,1
"(34, 32)",0,1,1,0
"(35, 32)",0,0,0,1
"(36, 32)",0,1,1,1
"(37, 32)",0,0,1,1
"(38, 32)",0,1,1,0
"(39, 32)",1,1,0,0
"(40, 32)",0,1,0,1
"(41, 32)",0,0,1,1
"(42, 32)",1,0,1,0
"(43, 32)",0,1,0,1
"(44, 32)",1,1,1,0
"(45, 32)",0,1,0,1
"(46, 32)",0,0,1,1
"(47, 32)",0,0,1,0
"(48, 32)",1,0,0,1
"(49, 32)",0,1,1,0
"(50, 32)",1,1,0,1
"(51, 32)",0,0,1,1
"(52, 32)",0,0,1,1
"(53, 32)",0,1,1,1
"(54, 32)",0,0,1,1
"(55, 32)",1,0,1,0
"(56, 32)",1,0,0,1
"(57, 32)",0,1,1,0
"(58, 32)",1,1,0,0
"(59, 32)",0,1,0,1
"(60, 32)",0,1,1,0
"(61, 32)",0,1,0,0
"(62, 32)",1,1,0,0
"(63, 32)",1,0,0,1
"(64, 32)",0,0,1,0
"(65, 32)",1,1,0,0
"(66, 32)",0,1,0,1
"(67, 32)",0,0,1,1
"(68, 32)",0,1,1,0
"(69, 32)",1,0,0,1
"(70, 32)",0,1,1,0
"(71, 32)",1,1,0,0
"(72, 32)",0,0,0,1
"(73, 32)",0,0,1,1
"(74, 32)",0,0,1,1
"(75, 32)",0,1,1,0
"(1, 33)",1,1,0,0
"(2, 33)",1,1,0,0
"(3, 33)",1,1,0,0
"(4, 33)",1,0,0,1
"(5, 33)",0,0,1,1
"(6, 33)",1,0,1,0
"(7, 33)",0,1,0,1
"(8, 33)",0,0,1,1
"(9, 33)",0,0,1,1
"(10, 33)",0,1,1,0
"(11, 33)",1,1,0,0
"(12, 33)",0,1,0,1
"(13, 33)",0,0,1,1
"(14, 33)",1,0,1,0
"(15, 33)",0,1,0,0
"(16, 33)",1,0,0,1
"(17, 33)",1,0,1,0
"(18, 33)",1,0,0,1
"(19, 33)",0,1,1,0
"(20, 33)",1,1,0,0
"(21, 33)",0,0,0,1
"(22, 33)",1,1,1,0
"(23, 33)",1,1,0,1
"(24, 33)",0,0,1,1
"(25, 33)",0,1,1,0
"(26, 33)",0,1,0,1
"(27, 33)",0,0,1,1
"(28, 33)",1,0,1,1
"(29, 33)",0,0,1,1
"(30, 33)",0,1,1,0
"(31, 33)",1,1,0,0
"(32, 33)",1,0,0,0
"(33, 33)",1,1,0,1
"(34, 33)",0,0,1,1
"(35, 33)",1,0,1,0
"(36, 33)",0,0,0,1
"(37, 33)",0,0,1,1
"(38, 33)",1,0,1,0
"(39, 33)",0,1,0,1
"(40, 33)",1,0,1,0
"(41, 33)",1,0,0,0
"(42, 33)",0,1,0,1
"(43, 33)",1,0,1,0
"(44, 33)",1,1,0,0
"(45, 33)",1,0,0,1
"(46, 33)",0,0,1,1
"(47, 33)",1,0,1,1
"(48, 33)",0,1,1,0
"(49, 33)",0,0,0,1
"(50, 33)",0,1,1,1
"(51, 33)",0,0,1,0
"(52, 33)",1,0,0,1
"(53, 33)",0,0,1,1
"(54, 33)",1,0,1,0
"(55, 33)",0,1,0,1
"(56, 33)",0,1,1,0
"(57, 33)",1,0,0,1
"(58, 33)",0,1,1,0
"(59, 33)",1,0,0,1
"(60, 33)",1,0,1,0
"(61, 33)",1,0,0,1
"(62, 33)",0,1,1,0
"(63, 33)",0,1,0,1
"(64, 33)",0,0,1,1
"(65, 33)",0,1,1,1
"(66, 33)",0,0,1,0
"(67, 33)",1,0,0,1
"(68, 33)",1,0,1,1
"(69, 33)",1,1,1,0
"(70, 33)",1,0,0,1
"(71, 33)",0,1,1,0
"(72, 33)",1,0,0,1
"(73, 33)",0,0,1,1
"(74, 33)",0,0,1,1
"(75, 33)",1,0,1,0
"(1, 34)",0,1,0,0
"(2, 34)",1,1,0,0
"(3, 34)",1,1,0,0
"(4, 34)",0,1,0,1
"(5, 34)",1,0,1,0
"(6, 34)",0,1,0,1
"(7, 34)",1,0,1,0
"(8, 34)",0,0,0,1
"(9, 34)",0,0,1,1
"(10, 34)",0,0,1,1
"(11, 34)",1,1,1,0
"(12, 34)",1,0,0,1
"(13, 34)",1,0,1,0
"(14, 34)",1,1,0,0
"(15, 34)",1,0,0,1
"(16, 34)",0,1,1,0
"(17, 34)",0,1,0,1
"(18, 34)",0,1,1,0
"(19, 34)",1,0,0,1
"(20, 34)",0,1,1,0
"(21, 34)",1,0,0,1
"(22, 34)",0,1,1,0
"(23, 34)",0,1,0,1
"(24, 34)",0,0,1,1
"(25, 34)",1,0,1,0
"(26, 34)",1,0,0,0
"(27, 34)",1,0,0,1
"(28, 34)",1,1,1,0
"(29, 34)",1,0,0,1
"(30, 34)",0,0,1,1
"(31, 34)",0,1,1,0
"(32, 34)",0,1,0,1
"(33, 34)",0,1,1,0
"(34, 34)",1,0,0,1
"(35, 34)",0,1,1,0
"(36, 34)",1,0,0,1
"(37, 34)",0,0,1,1
"(38, 34)",0,1,1,1
"(39, 34)",0,0,1,0
"(40, 34)",1,1,0,0
"(41, 34)",1,1,0,1
"(42, 34)",1,0,1,0
"(43, 34)",0,1,0,1
"(44, 34)",0,1,1,0
"(45, 34)",1,1,0,0
"(46, 34)",0,0,0,1
"(47, 34)",0,1,1,0
"(48, 34)",1,0,0,1
"(49, 34)",0,0,1,1
"(50, 34)",0,0,1,1
"(51, 34)",1,0,1,0
"(52, 34)",1,1,0,0
"(53, 34)",1,0,0,1
"(54, 34)",0,1,1,0
"(55, 34)",1,0,0,1
"(56, 34)",1,0,1,0
"(57, 34)",1,1,0,0
"(58, 34)",1,0,0,1
"(59, 34)",0,1,1,0
"(60, 34)",1,1,0,0
"(61, 34)",1,1,0,1
"(62, 34)",0,0,1,1
"(63, 34)",0,0,1,1
"(64, 34)",0,0,1,1
"(65, 34)",0,0,1,1
"(66, 34)",0,0,1,1
"(67, 34)",0,1,1,0
"(68, 34)",1,1,0,0
"(69, 34)",0,1,0,0
"(70, 34)",0,1,0,1
"(71, 34)",0,0,1,1
"(72, 34)",0,1,1,1
"(73, 34)",0,0,1,0
"(74, 34)",1,0,0,1
"(75, 34)",1,1,1,0
"(1, 35)",1,0,0,1
"(2, 35)",0,1,1,0
"(3, 35)",1,1,0,0
"(4, 35)",1,0,0,1
"(5, 35)",0,1,1,0
"(6, 35)",1,0,0,0
"(7, 35)",1,1,0,0
"(8, 35)",1,0,0,1
"(9, 35)",0,0,1,1
"(10, 35)",1,0,1,0
"(11, 35)",1,1,0,1
"(12, 35)",0,1,1,0
"(13, 35)",1,1,0,0
"(14, 35)",1,1,0,0
"(15, 35)",1,1,0,1
"(16, 35)",0,0,1,1
"(17, 35)",1,0,1,0
"(18, 35)",1,0,0,1
"(19, 35)",0,1,1,0
"(20, 35)",0,0,0,1
"(21, 35)",1,1,1,0
"(22, 35)",1,0,0,1
"(23, 35)",0,0,1,1
"(24, 35)",0,0,1,0
"(25, 35)",0,1,0,1
"(26, 35)",1,1,1,0
"(27, 35)",1,1,0,0
"(28, 35)",0,1,0,0
"(29, 35)",1,1,0,0
"(30, 35)",0,0,0,1
"(31, 35)",1,0,1,1
"(32, 35)",0,0,1,1
"(33, 35)",1,0,1,0
"(34, 35)",0,1,0,1
"(35, 35)",1,0,1,0
"(36, 35)",0,1,0,1
"(37, 35)",0,0,1,1
"(38, 35)",0,0,1,1
"(39, 35)",1,0,1,0
"(40, 35)",1,1,0,0
"(41, 35)",0,1,0,0
"(42, 35)",1,1,0,1
"(43, 35)",1,0,1,1
"(44, 35)",0,0,1,0
"(45, 35)",1,1,0,1
"(46, 35)",0,0,1,1
"(47, 35)",0,0,1,1
"(48, 35)",0,1,1,0
"(49, 35)",1,0,0,0
"(50, 35)",1,0,0,1
"(51, 35)",0,1,1,0
"(52, 35)",1,1,0,0
"(53, 35)",0,1,0,1
"(54, 35)",0,0,1,1
"(55, 35)",0,1,1,0
"(56, 35)",1,1,0,0
"(57, 35)",0,1,0,1
"(58, 35)",0,1,1,0
"(59, 35)",1,0,0,0
"(60, 35)",1,1,0,0
"(61, 35)",1,1,0,0
"(62, 35)",1,0,0,1
"(63, 35)",0,0,1,1
"(64, 35)",0,0,1,1
"(65, 35)",1,0,1,1
"(66, 35)",0,0,1,1
"(67, 35)",0,0,1,1
"(68, 35)",1,1,1,0
"(69, 35)",1,0,0,1
"(70, 35)",1,0,1,0
"(71, 35)",1,0,0,1
