  cell  ,E,W,N,S
"(111, 116)",1,1,0,1
"(112, 116)",0,1,1,0
"(113, 116)",1,1,0,0
"(114, 116)",0,1,0,1
"(115, 116)",0,0,1,1
"(116, 116)",0,0,1,1
"(117, 116)",0,1,1,0
"(118, 116)",1,1,0,0
"(119, 116)",1,0,0,1
"(120, 116)",0,1,1,0
"(121, 116)",1,0,0,0
"(122, 116)",0,1,0,1
"(123, 116)",0,1,1,0
"(124, 116)",1,0,0,1
"(125, 116)",0,0,1,1
"(126, 116)",0,1,1,0
"(127, 116)",1,0,0,1
"(128, 116)",0,0,1,1
"(129, 116)",0,0,1,1
"(130, 116)",0,0,1,0
"(131, 116)",1,1,0,1
"(132, 116)",0,1,1,0
"(133, 116)",1,0,0,1
"(134, 116)",0,0,1,1
"(135, 116)",1,0,1,0
"(136, 116)",1,1,0,0
"(137, 116)",1,1,0,0
"(138, 116)",1,1,0,0
"(139, 116)",0,1,0,0
"(140, 116)",1,0,0,1
"(141, 116)",0,1,1,0
"(142, 116)",1,0,0,1
"(143, 116)",0,1,1,1
"(144, 116)",0,1,1,1
"(145, 116)",0,0,1,1
"(146, 116)",1,0,1,0
"(147, 116)",0,1,0,1
"(148, 116)",1,0,1,0
"(149, 116)",0,1,0,1
"(150, 116)",1,0,1,0
"(151, 116)",0,1,0,1
"(152, 116)",0,0,1,1
"(153, 116)",1,1,1,0
"(154, 116)",0,1,0,1
"(155, 116)",0,0,1,1
"(156, 116)",1,0,1,1
"(157, 116)",0,0,1,0
"(158, 116)",1,1,0,0
"(159, 116)",1,0,0,0
"(160, 116)",1,1,0,0
"(161, 116)",0,1,0,1
"(162, 116)",1,0,1,0
"(163, 116)",1,1,0,0
"(164, 116)",0,1,0,1
"(165, 116)",1,0,1,1
"(166, 116)",0,1,1,1
"(167, 116)",0,0,1,1
"(168, 116)",0,0,1,1
"(169, 116)",0,0,1,1
"(170, 116)",0,1,1,0
"(171, 116)",1,0,0,1
"(172, 116)",0,1,1,0
"(173, 116)",1,0,0,1
"(174, 116)",1,0,1,0
"(175, 116)",0,1,0,1
"(176, 116)",1,0,1,0
"(177, 116)",0,1,0,1
"(178, 116)",0,0,1,1
"(179, 116)",0,1,1,1
"(180, 116)",0,0,1,0
"(181, 116)",1,1,0,0
"(182, 116)",0,1,0,1
"(183, 116)",1,0,1,0
"(184, 116)",1,1,0,0
"(185, 116)",0,1,0,1
"(186, 116)",0,0,1,0
"(187, 116)",0,1,0,1
"(188, 116)",1,0,1,1
"(189, 116)",1,0,1,0
"(190, 116)",0,1,0,0
"(191, 116)",0,1,0,1
"(192, 116)",1,0,1,0
"(193, 116)",1,1,0,1
"(194, 116)",0,0,1,1
"(195, 116)",0,0,1,0
"(196, 116)",0,1,0,1
"(197, 116)",1,0,1,0
"(198, 116)",1,0,0,1
"(199, 116)",0,0,1,1
"(200, 116)",0,1,1,0
"(1, 117)",0,1,0,1
"(2, 117)",1,0,1,0
"(3, 117)",1,0,0,0
"(4, 117)",1,1,0,1
"(5, 117)",1,0,1,0
"(6, 117)",1,0,0,1
"(7, 117)",0,0,1,1
"(8, 117)",0,1,1,0
"(9, 117)",1,0,0,1
"(10, 117)",0,1,1,0
"(11, 117)",1,1,0,0
"(12, 117)",0,1,0,1
"(13, 117)",1,0,1,1
"(14, 117)",0,0,1,0
"(15, 117)",1,1,0,0
"(16, 117)",1,1,0,0
"(17, 117)",1,0,0,1
"(18, 117)",0,1,1,0
"(19, 117)",1,0,0,1
"(20, 117)",1,0,1,1
"(21, 117)",0,0,1,1
"(22, 117)",1,0,1,0
"(23, 117)",1,0,0,1
"(24, 117)",1,0,1,0
"(25, 117)",1,1,0,0
"(26, 117)",1,1,0,0
"(27, 117)",0,0,0,1
"(28, 117)",0,1,1,1
"(29, 117)",0,1,1,0
"(30, 117)",1,0,0,0
"(31, 117)",0,1,0,1
"(32, 117)",0,1,1,0
"(33, 117)",1,0,0,1
"(34, 117)",0,0,1,1
"(35, 117)",1,0,1,0
"(36, 117)",1,1,0,0
"(37, 117)",1,0,0,1
"(38, 117)",0,1,1,0
"(39, 117)",1,0,0,1
"(40, 117)",0,0,1,1
"(41, 117)",0,1,1,0
"(42, 117)",1,1,0,0
"(43, 117)",1,1,0,0
"(44, 117)",1,1,0,1
"(45, 117)",0,1,1,1
"(46, 117)",0,0,1,0
"(47, 117)",1,0,0,1
"(48, 117)",0,1,1,1
"(49, 117)",1,0,1,1
"(50, 117)",0,0,1,1
"(51, 117)",0,0,1,0
"(52, 117)",1,1,0,0
"(53, 117)",0,1,0,1
"(54, 117)",0,1,1,0
"(55, 117)",1,1,0,0
"(56, 117)",1,0,0,1
"(57, 117)",0,0,1,1
"(58, 117)",0,0,1,1
"(59, 117)",0,1,1,1
"(60, 117)",0,0,1,0
"(61, 117)",1,0,0,1
"(62, 117)",0,1,1,0
"(63, 117)",0,1,0,1
"(64, 117)",0,0,1,1
"(65, 117)",1,0,1,0
"(66, 117)",1,1,0,0
"(67, 117)",1,0,0,0
"(68, 117)",1,0,0,1
"(69, 117)",0,1,1,0
"(70, 117)",0,1,0,0
"(71, 117)",1,1,0,0
"(72, 117)",1,0,0,1
"(73, 117)",0,1,1,1
"(74, 117)",0,1,1,0
"(75, 117)",1,1,0,0
"(76, 117)",0,1,0,1
"(77, 117)",0,1,1,0
"(78, 117)",1,1,0,1
"(79, 117)",0,0,1,1
"(80, 117)",0,0,1,1
"(81, 117)",0,1,1,0
"(82, 117)",0,1,0,1
"(83, 117)",0,0,1,1
"(84, 117)",0,1,1,0
"(85, 117)",1,1,0,0
"(86, 117)",1,1,0,0
"(87, 117)",0,0,0,1
"(88, 117)",0,0,1,1
"(89, 117)",0,1,1,0
"(90, 117)",1,0,0,1
"(91, 117)",1,0,1,0
"(92, 117)",1,1,0,1
"(93, 117)",0,0,1,1
"(94, 117)",0,0,1,1
"(95, 117)",1,0,1,0
"(96, 117)",1,1,0,0
"(97, 117)",0,1,0,1
"(98, 117)",0,0,1,1
"(99, 117)",0,0,1,1
"(100, 117)",0,0,1,1
"(101, 117)",0,1,1,0
"(102, 117)",1,0,0,0
"(103, 117)",1,0,0,1
"(104, 117)",0,1,1,0
"(105, 117)",1,0,0,1
"(106, 117)",1,0,1,0
"(107, 117)",1,1,0,0
"(108, 117)",1,1,0,0
"(109, 117)",1,0,0,1
"(110, 117)",0,1,1,0
"(111, 117)",0,1,0,1
"(112, 117)",0,0,1,0
"(113, 117)",0,1,0,1
"(114, 117)",1,0,1,0
"(115, 117)",0,0,0,1
"(116, 117)",0,0,1,1
"(117, 117)",0,0,1,1
"(118, 117)",1,1,1,0
"(119, 117)",0,1,0,1
"(120, 117)",1,0,1,1
"(121, 117)",1,1,1,0
"(122, 117)",1,0,0,1
"(123, 117)",0,0,1,1
"(124, 117)",0,1,1,0
"(125, 117)",1,0,0,1
"(126, 117)",1,0,1,1
"(127, 117)",0,1,1,0
"(128, 117)",1,0,0,1
"(129, 117)",0,0,1,1
"(130, 117)",1,0,1,0
"(131, 117)",1,1,0,0
"(132, 117)",1,0,0,1
"(133, 117)",0,1,1,0
"(134, 117)",1,0,0,0
"(135, 117)",1,1,0,0
"(136, 117)",1,1,0,0
"(137, 117)",1,1,0,0
"(138, 117)",0,1,0,1
"(139, 117)",1,0,1,0
"(140, 117)",1,1,0,0
"(141, 117)",1,0,0,1
"(142, 117)",0,1,1,0
"(143, 117)",1,0,0,1
"(144, 117)",1,0,1,0
"(145, 117)",0,0,0,1
"(146, 117)",0,1,1,1
"(147, 117)",1,0,1,0
"(148, 117)",0,1,0,1
"(149, 117)",1,0,1,0
"(150, 117)",0,1,0,1
"(151, 117)",1,0,1,0
"(152, 117)",0,0,0,1
"(153, 117)",0,1,1,0
"(154, 117)",1,0,0,1
"(155, 117)",0,0,1,1
"(156, 117)",0,1,1,0
"(157, 117)",1,0,0,1
"(158, 117)",0,1,1,0
"(159, 117)",0,1,0,1
"(160, 117)",0,1,1,1
"(161, 117)",1,0,1,0
"(162, 117)",1,1,0,0
"(163, 117)",0,1,0,1
"(164, 117)",0,0,1,1
"(165, 117)",0,1,1,0
"(166, 117)",1,0,0,1
"(167, 117)",0,0,1,1
"(168, 117)",0,0,1,1
"(169, 117)",0,0,1,1
"(170, 117)",1,0,1,0
"(171, 117)",1,1,0,0
"(172, 117)",0,0,0,1
"(173, 117)",0,1,1,0
"(174, 117)",1,1,0,0
"(175, 117)",1,0,0,1
"(176, 117)",0,1,1,0
"(177, 117)",1,0,0,1
"(178, 117)",1,0,1,1
"(179, 117)",0,0,1,1
"(180, 117)",0,0,1,1
"(181, 117)",0,1,1,0
"(182, 117)",1,0,0,0
"(183, 117)",1,1,0,0
"(184, 117)",0,1,0,1
"(185, 117)",0,0,1,1
"(186, 117)",0,0,1,1
"(187, 117)",1,0,1,0
"(188, 117)",0,1,0,0
"(189, 117)",0,1,0,1
"(190, 117)",0,0,1,1
"(191, 117)",1,0,1,0
"(192, 117)",0,1,0,1
"(193, 117)",0,1,1,0
"(194, 117)",1,0,0,1
"(195, 117)",0,0,1,1
"(196, 117)",0,0,1,1
"(197, 117)",1,1,1,0
"(198, 117)",0,1,0,1
"(199, 117)",0,0,1,1
"(200, 117)",1,0,1,0
"(1, 118)",1,0,0,1
"(2, 118)",0,1,1,0
"(3, 118)",1,1,0,1
"(4, 118)",0,1,1,0
"(5, 118)",0,1,0,1
"(6, 118)",0,1,1,0
"(7, 118)",1,0,0,0
"(8, 118)",1,0,0,1
"(9, 118)",0,1,1,0
"(10, 118)",1,0,0,1
"(11, 118)",0,1,1,0
"(12, 118)",1,0,0,1
"(13, 118)",0,1,1,0
"(14, 118)",1,0,0,1
"(15, 118)",1,1,1,0
"(16, 118)",1,1,0,0
"(17, 118)",1,1,0,0
"(18, 118)",1,0,0,1
"(19, 118)",0,1,1,0
"(20, 118)",1,1,0,0
"(21, 118)",1,0,0,0
"(22, 118)",0,1,0,1
"(23, 118)",0,1,1,0
"(24, 118)",1,1,0,0
"(25, 118)",1,1,0,0
"(26, 118)",0,1,0,1
"(27, 118)",0,0,1,1
"(28, 118)",1,0,1,0
"(29, 118)",1,0,0,1
"(30, 118)",1,1,1,0
"(31, 118)",1,0,0,1
"(32, 118)",1,0,1,1
"(33, 118)",0,1,1,0
"(34, 118)",1,0,0,0
"(35, 118)",0,1,0,1
"(36, 118)",1,1,1,0
"(37, 118)",0,1,0,1
"(38, 118)",1,0,1,0
"(39, 118)",1,1,0,0
"(40, 118)",1,0,0,0
"(41, 118)",1,0,0,1
"(42, 118)",0,1,1,0
"(43, 118)",1,1,0,0
"(44, 118)",1,1,0,0
"(45, 118)",1,0,0,1
"(46, 118)",0,0,1,1
"(47, 118)",0,1,1,0
"(48, 118)",1,0,0,0
"(49, 118)",0,1,0,1
"(50, 118)",0,0,1,1
"(51, 118)",1,0,1,0
"(52, 118)",1,1,0,0
"(53, 118)",0,0,0,1
"(54, 118)",1,0,1,0
"(55, 118)",1,1,0,0
"(56, 118)",0,1,0,1
"(57, 118)",0,0,1,0
"(58, 118)",1,0,0,1
"(59, 118)",0,0,1,1
"(60, 118)",0,0,1,1
"(61, 118)",0,1,1,0
"(62, 118)",1,0,0,1
"(63, 118)",0,0,1,0
"(64, 118)",1,0,0,1
"(65, 118)",0,1,1,0
"(66, 118)",0,1,0,1
"(67, 118)",1,1,1,0
"(68, 118)",0,1,0,1
"(69, 118)",1,0,1,0
"(70, 118)",1,0,0,1
"(71, 118)",1,1,1,0
"(72, 118)",0,1,0,0
"(73, 118)",1,0,0,1
"(74, 118)",0,0,1,1
"(75, 118)",0,1,1,0
"(76, 118)",1,0,0,1
"(77, 118)",0,0,1,0
"(78, 118)",1,1,0,1
"(79, 118)",1,0,1,0
"(80, 118)",1,0,0,1
"(81, 118)",1,0,1,1
"(82, 118)",0,0,1,0
"(83, 118)",1,0,0,1
"(84, 118)",0,0,1,1
"(85, 118)",0,1,1,0
"(86, 118)",0,1,0,1
"(87, 118)",0,0,1,1
"(88, 118)",0,0,1,1
"(89, 118)",0,0,1,1
"(90, 118)",0,1,1,0
"(91, 118)",0,1,0,1
"(92, 118)",0,1,1,1
"(93, 118)",1,0,1,1
"(94, 118)",0,0,1,0
"(95, 118)",1,1,0,0
"(96, 118)",1,1,0,0
"(97, 118)",1,0,0,1
"(98, 118)",0,0,1,1
"(99, 118)",0,0,1,1
"(100, 118)",1,0,1,0
"(101, 118)",1,0,0,1
"(102, 118)",1,1,1,0
"(103, 118)",0,1,0,1
"(104, 118)",0,0,1,1
"(105, 118)",0,1,1,0
"(106, 118)",0,1,0,1
"(107, 118)",1,1,1,0
"(108, 118)",1,1,0,0
"(109, 118)",0,1,0,1
"(110, 118)",1,0,1,0
"(111, 118)",1,0,0,1
"(112, 118)",0,0,1,1
"(113, 118)",0,0,1,1
"(114, 118)",0,1,1,0
"(115, 118)",1,0,0,1
"(116, 118)",0,0,1,1
"(117, 118)",1,0,1,0
"(118, 118)",1,1,0,1
"(119, 118)",1,0,1,1
"(120, 118)",0,1,1,0
"(121, 118)",1,1,0,0
"(122, 118)",0,1,0,1
"(123, 118)",1,0,1,0
"(124, 118)",1,0,0,1
"(125, 118)",0,1,1,0
"(126, 118)",0,1,0,1
"(127, 118)",1,0,1,0
"(128, 118)",1,1,0,0
"(129, 118)",1,0,0,0
"(130, 118)",1,1,0,0
"(131, 118)",1,1,0,0
"(132, 118)",1,1,0,0
"(133, 118)",1,0,0,1
"(134, 118)",1,1,1,0
"(135, 118)",1,1,0,0
"(136, 118)",1,1,0,0
"(137, 118)",0,1,0,1
"(138, 118)",1,0,1,0
"(139, 118)",1,1,0,0
"(140, 118)",1,1,0,0
"(141, 118)",0,1,0,0
"(142, 118)",1,0,0,1
"(143, 118)",0,1,1,0
"(144, 118)",0,1,0,1
"(145, 118)",0,0,1,1
"(146, 118)",1,0,1,0
"(147, 118)",0,1,0,1
"(148, 118)",1,0,1,0
"(149, 118)",1,1,0,0
"(150, 118)",1,0,0,1
"(151, 118)",0,1,1,0
"(152, 118)",1,0,0,1
"(153, 118)",0,0,1,1
"(154, 118)",0,1,1,0
"(155, 118)",0,0,0,1
"(156, 118)",1,0,1,0
"(157, 118)",1,1,0,0
"(158, 118)",1,0,0,1
"(159, 118)",0,0,1,1
"(160, 118)",1,0,1,0
"(161, 118)",1,1,0,1
"(162, 118)",0,1,1,0
"(163, 118)",1,0,0,1
"(164, 118)",1,0,1,0
"(165, 118)",1,0,0,1
"(166, 118)",0,1,1,0
"(167, 118)",1,0,0,1
"(168, 118)",1,0,1,1
"(169, 118)",0,0,1,0
"(170, 118)",0,1,0,1
"(171, 118)",0,1,1,0
"(172, 118)",1,0,0,1
"(173, 118)",0,0,1,1
"(174, 118)",0,1,1,0
"(175, 118)",0,1,0,1
"(176, 118)",0,0,1,1
"(177, 118)",0,1,1,0
"(178, 118)",1,1,0,1
"(179, 118)",0,0,1,0
"(180, 118)",1,0,0,1
"(181, 118)",0,0,1,1
"(182, 118)",1,1,1,0
"(183, 118)",1,1,0,0
"(184, 118)",1,0,0,1
"(185, 118)",0,0,1,1
"(186, 118)",1,0,1,0
"(187, 118)",1,1,0,0
"(188, 118)",1,0,0,1
"(189, 118)",0,0,1,1
"(190, 118)",0,0,1,1
"(191, 118)",1,1,1,0
"(192, 118)",1,0,0,0
"(193, 118)",1,0,0,1
"(194, 118)",0,1,1,0
"(195, 118)",1,0,0,1
"(196, 118)",0,0,1,0
"(197, 118)",1,1,0,0
"(198, 118)",0,0,0,1
"(199, 118)",1,0,1,0
"(200, 118)",1,1,0,0
"(1, 119)",1,1,0,0
"(2, 119)",0,0,0,1
"(3, 119)",0,1,1,1
"(4, 119)",1,0,1,0
"(5, 119)",1,0,0,1
"(6, 119)",0,0,1,1
"(7, 119)",0,1,1,0
"(8, 119)",1,1,0,0
"(9, 119)",1,0,0,1
"(10, 119)",1,1,1,0
"(11, 119)",1,0,0,1
"(12, 119)",0,1,1,0
"(13, 119)",1,0,0,1
"(14, 119)",0,1,1,0
"(15, 119)",0,1,0,0
"(16, 119)",1,1,0,0
"(17, 119)",1,1,0,0
"(18, 119)",0,1,0,0
"(19, 119)",1,0,0,1
"(20, 119)",0,1,1,0
"(21, 119)",0,1,0,1
"(22, 119)",1,0,1,0
"(23, 119)",1,0,0,1
"(24, 119)",0,1,1,0
"(25, 119)",1,1,0,0
"(26, 119)",1,0,0,1
"(27, 119)",0,0,1,1
"(28, 119)",0,1,1,0
"(29, 119)",0,1,0,0
"(30, 119)",0,1,0,1
"(31, 119)",0,1,1,0
"(32, 119)",1,1,0,0
"(33, 119)",0,0,0,1
"(34, 119)",0,1,1,1
"(35, 119)",1,0,1,1
"(36, 119)",0,1,1,0
"(37, 119)",1,0,0,1
"(38, 119)",0,1,1,0
"(39, 119)",1,1,0,0
"(40, 119)",1,1,0,0
"(41, 119)",1,1,0,0
"(42, 119)",0,0,0,1
"(43, 119)",1,1,1,0
"(44, 119)",1,1,0,0
"(45, 119)",1,1,0,0
"(46, 119)",0,0,0,1
"(47, 119)",0,0,1,1
"(48, 119)",0,1,1,1
"(49, 119)",1,0,1,1
"(50, 119)",1,0,1,0
"(51, 119)",1,1,0,0
"(52, 119)",0,1,0,1
"(53, 119)",1,0,1,0
"(54, 119)",1,1,0,0
"(55, 119)",0,1,0,1
"(56, 119)",0,0,1,1
"(57, 119)",0,0,1,1
"(58, 119)",0,1,1,1
"(59, 119)",0,0,1,1
"(60, 119)",0,0,1,1
"(61, 119)",1,0,1,1
"(62, 119)",0,1,1,0
"(63, 119)",1,0,0,1
"(64, 119)",0,1,1,0
"(65, 119)",1,0,0,1
"(66, 119)",1,0,1,0
"(67, 119)",1,1,0,0
"(68, 119)",1,0,0,0
"(69, 119)",0,1,0,1
"(70, 119)",0,1,1,0
"(71, 119)",1,1,0,0
"(72, 119)",1,0,0,1
"(73, 119)",0,1,1,0
"(74, 119)",1,0,0,1
"(75, 119)",1,0,1,0
"(76, 119)",0,1,0,1
"(77, 119)",0,0,1,1
"(78, 119)",1,1,1,0
"(79, 119)",0,1,0,1
"(80, 119)",0,1,1,0
"(81, 119)",0,1,0,1
"(82, 119)",0,0,1,1
"(83, 119)",0,1,1,0
"(84, 119)",1,0,0,1
"(85, 119)",0,0,1,1
"(86, 119)",1,0,1,1
"(87, 119)",1,0,1,1
"(88, 119)",0,0,1,0
"(89, 119)",1,0,0,1
"(90, 119)",1,0,1,1
"(91, 119)",1,0,1,0
"(92, 119)",1,0,0,0
"(93, 119)",1,1,0,1
"(94, 119)",1,0,1,0
"(95, 119)",1,1,0,0
"(96, 119)",1,1,0,0
"(97, 119)",0,1,0,1
"(98, 119)",1,0,1,0
"(99, 119)",1,0,0,1
"(100, 119)",0,1,1,0
"(101, 119)",0,1,0,0
"(102, 119)",1,1,0,1
"(103, 119)",0,0,1,1
"(104, 119)",0,0,1,1
"(105, 119)",0,0,1,1
"(106, 119)",1,0,1,0
"(107, 119)",1,1,0,0
"(108, 119)",1,1,0,0
"(109, 119)",1,0,0,0
"(110, 119)",1,1,0,0
"(111, 119)",1,1,0,0
"(112, 119)",1,0,0,0
"(113, 119)",1,0,0,1
"(114, 119)",0,0,1,1
"(115, 119)",0,1,1,1
"(116, 119)",1,0,1,0
"(117, 119)",0,1,0,1
"(118, 119)",0,1,1,0
"(119, 119)",0,1,0,0
"(120, 119)",1,0,0,1
"(121, 119)",0,1,1,0
"(122, 119)",1,0,0,1
"(123, 119)",0,1,1,0
"(124, 119)",1,1,0,0
"(125, 119)",1,0,0,1
"(126, 119)",1,0,1,0
"(127, 119)",0,1,0,1
"(128, 119)",0,1,1,1
"(129, 119)",0,1,1,0
"(130, 119)",0,1,0,1
"(131, 119)",0,1,1,1
"(132, 119)",0,1,1,0
"(133, 119)",1,1,0,0
"(134, 119)",1,1,0,0
"(135, 119)",0,1,0,1
"(136, 119)",0,1,1,0
"(137, 119)",1,0,0,0
"(138, 119)",1,1,0,0
"(139, 119)",1,1,0,0
"(140, 119)",0,1,0,1
"(141, 119)",1,0,1,0
"(142, 119)",1,1,0,0
"(143, 119)",0,0,0,1
"(144, 119)",1,0,1,1
"(145, 119)",0,0,1,1
"(146, 119)",0,1,1,0
"(147, 119)",1,0,0,1
"(148, 119)",0,1,1,0
"(149, 119)",1,1,0,0
"(150, 119)",0,1,0,1
"(151, 119)",1,0,1,0
"(152, 119)",1,1,0,0
"(153, 119)",0,0,0,1
"(154, 119)",1,0,1,1
"(155, 119)",1,0,1,0
"(156, 119)",1,1,0,0
"(157, 119)",0,1,0,1
"(158, 119)",0,1,1,1
"(159, 119)",0,0,1,0
"(160, 119)",1,1,0,0
"(161, 119)",1,1,0,0
"(162, 119)",1,0,0,1
"(163, 119)",0,1,1,0
"(164, 119)",0,1,0,1
"(165, 119)",0,1,1,0
"(166, 119)",1,0,0,0
"(167, 119)",1,1,0,0
"(168, 119)",0,1,0,1
"(169, 119)",0,0,1,1
"(170, 119)",0,0,1,1
"(171, 119)",1,0,1,1
"(172, 119)",1,1,1,0
"(173, 119)",1,0,0,1
"(174, 119)",0,0,1,1
"(175, 119)",0,0,1,1
"(176, 119)",0,0,1,1
"(177, 119)",0,0,1,1
"(178, 119)",0,1,1,1
"(179, 119)",0,0,1,1
"(180, 119)",0,1,1,0
"(181, 119)",1,0,0,1
"(182, 119)",1,1,1,0
"(183, 119)",1,1,0,0
"(184, 119)",0,1,0,0
"(185, 119)",1,0,0,1
"(186, 119)",0,1,1,0
"(187, 119)",0,1,0,1
"(188, 119)",0,1,1,0
"(189, 119)",1,0,0,1
"(190, 119)",1,0,1,0
"(191, 119)",0,1,0,1
"(192, 119)",1,1,1,0
"(193, 119)",0,1,0,1
"(194, 119)",1,0,1,0
"(195, 119)",1,1,0,1
"(196, 119)",0,0,1,1
"(197, 119)",0,1,1,1
"(198, 119)",1,0,1,0
"(199, 119)",1,1,0,0
"(200, 119)",1,1,0,0
"(1, 120)",0,1,0,1
"(2, 120)",1,0,1,0
"(3, 120)",1,0,0,0
"(4, 120)",0,1,0,1
"(5, 120)",1,1,1,0
"(6, 120)",1,0,0,1
"(7, 120)",0,0,1,1
"(8, 120)",0,1,1,0
"(9, 120)",1,1,0,0
"(10, 120)",0,1,0,0
"(11, 120)",1,1,0,0
"(12, 120)",1,0,0,1
"(13, 120)",0,1,1,0
"(14, 120)",1,0,0,1
"(15, 120)",0,0,1,1
"(16, 120)",0,1,1,0
"(17, 120)",1,1,0,1
"(18, 120)",1,0,1,0
"(19, 120)",0,1,0,1
"(20, 120)",0,0,1,1
"(21, 120)",1,0,1,0
"(22, 120)",1,1,0,0
"(23, 120)",1,1,0,1
"(24, 120)",1,0,1,1
"(25, 120)",0,1,1,0
"(26, 120)",0,1,0,1
"(27, 120)",1,0,1,0
"(28, 120)",1,0,0,1
"(29, 120)",0,0,1,1
"(30, 120)",0,0,1,1
"(31, 120)",0,0,1,1
"(32, 120)",1,1,1,0
"(33, 120)",1,0,0,1
"(34, 120)",1,0,1,0
"(35, 120)",0,1,0,1
"(36, 120)",0,0,1,0
"(37, 120)",1,1,0,0
"(38, 120)",1,0,0,0
"(39, 120)",1,1,0,0
"(40, 120)",1,1,0,0
"(41, 120)",0,1,0,1
"(42, 120)",1,0,1,0
"(43, 120)",0,1,0,1
"(44, 120)",0,1,1,0
"(45, 120)",0,1,0,1
"(46, 120)",0,0,1,1
"(47, 120)",0,0,1,1
"(48, 120)",0,0,1,1
"(49, 120)",0,1,1,0
"(50, 120)",1,1,0,0
"(51, 120)",1,1,0,1
"(52, 120)",0,0,1,0
"(53, 120)",0,1,0,1
"(54, 120)",1,1,1,0
"(55, 120)",1,0,0,1
"(56, 120)",0,0,1,1
"(57, 120)",1,0,1,0
"(58, 120)",0,0,0,1
"(59, 120)",0,0,1,1
"(60, 120)",0,0,1,1
"(61, 120)",0,1,1,0
"(62, 120)",1,0,0,1
"(63, 120)",1,1,1,0
"(64, 120)",1,0,0,1
"(65, 120)",0,1,1,0
"(66, 120)",1,1,0,0
"(67, 120)",1,1,0,0
"(68, 120)",1,1,0,0
"(69, 120)",1,0,0,1
"(70, 120)",1,0,1,0
"(71, 120)",1,1,0,0
"(72, 120)",0,1,0,1
"(73, 120)",0,0,1,1
"(74, 120)",0,1,1,0
"(75, 120)",0,1,0,1
"(76, 120)",0,0,1,1
"(77, 120)",1,0,1,0
"(78, 120)",1,1,0,0
"(79, 120)",1,0,0,1
"(80, 120)",0,0,1,1
"(81, 120)",1,0,1,1
"(82, 120)",0,0,1,0
"(83, 120)",1,0,0,1
"(84, 120)",0,1,1,0
"(85, 120)",1,0,0,0
"(86, 120)",1,1,0,0
"(87, 120)",0,1,0,0
"(88, 120)",1,0,0,1
"(89, 120)",0,1,1,0
"(90, 120)",1,1,0,0
"(91, 120)",1,1,0,1
"(92, 120)",0,1,1,0
"(93, 120)",1,1,0,0
"(94, 120)",1,1,0,0
"(95, 120)",1,1,0,0
"(96, 120)",1,1,0,1
"(97, 120)",0,0,1,0
"(98, 120)",1,1,0,0
"(99, 120)",1,1,0,0
"(100, 120)",1,0,0,1
"(101, 120)",1,0,1,0
"(102, 120)",0,1,0,1
"(103, 120)",0,0,1,0
"(104, 120)",1,0,0,1
"(105, 120)",1,0,1,0
"(106, 120)",0,1,0,1
"(107, 120)",0,1,1,0
"(108, 120)",1,1,0,0
"(109, 120)",0,1,0,1
"(110, 120)",0,1,1,1
"(111, 120)",0,1,1,0
"(112, 120)",1,1,0,1
"(113, 120)",0,1,1,1
"(114, 120)",0,0,1,1
"(115, 120)",0,0,1,0
"(116, 120)",0,1,0,1
"(117, 120)",1,0,1,0
"(118, 120)",1,0,0,1
"(119, 120)",1,0,1,0
"(120, 120)",1,1,0,0
"(121, 120)",1,0,0,1
"(122, 120)",0,1,1,0
"(123, 120)",1,0,0,0
"(124, 120)",1,1,0,0
"(125, 120)",1,1,0,0
"(126, 120)",1,1,0,1
"(127, 120)",0,0,1,1
"(128, 120)",0,0,1,0
"(129, 120)",1,0,0,1
"(130, 120)",1,0,1,0
"(131, 120)",1,0,0,1
"(132, 120)",0,0,1,0
"(133, 120)",1,1,0,0
"(134, 120)",0,1,0,1
"(135, 120)",1,0,1,1
"(136, 120)",1,0,1,0
"(137, 120)",1,1,0,1
"(138, 120)",0,1,1,0
"(139, 120)",1,1,0,1
"(140, 120)",0,0,1,0
"(141, 120)",1,1,0,0
"(142, 120)",0,1,0,1
"(143, 120)",1,0,1,0
"(144, 120)",1,1,0,0
"(145, 120)",0,0,0,1
"(146, 120)",1,0,1,1
"(147, 120)",0,1,1,0
"(148, 120)",0,0,0,1
"(149, 120)",0,1,1,1
"(150, 120)",1,0,1,0
"(151, 120)",0,1,0,1
"(152, 120)",0,1,1,0
"(153, 120)",1,0,0,1
"(154, 120)",1,1,1,0
"(155, 120)",0,1,0,1
"(156, 120)",1,1,1,0
"(157, 120)",1,0,0,0
"(158, 120)",1,0,0,1
"(159, 120)",0,0,1,1
"(160, 120)",0,1,1,0
"(161, 120)",0,1,0,0
"(162, 120)",0,1,0,1
"(163, 120)",0,0,1,1
"(164, 120)",1,0,1,0
"(165, 120)",1,0,0,1
"(166, 120)",1,1,1,0
"(167, 120)",0,1,0,1
"(168, 120)",1,0,1,0
"(169, 120)",1,0,0,1
"(170, 120)",1,0,1,0
"(171, 120)",1,1,0,0
"(172, 120)",0,1,0,0
"(173, 120)",0,1,0,1
"(174, 120)",1,0,1,0
"(175, 120)",0,0,0,1
"(176, 120)",1,0,1,1
"(177, 120)",1,0,1,0
"(178, 120)",1,0,0,1
"(179, 120)",1,0,1,0
"(180, 120)",1,0,0,1
"(181, 120)",0,1,1,0
"(182, 120)",0,1,0,0
"(183, 120)",0,1,0,1
"(184, 120)",1,0,1,0
